Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	T.gondii GT1 CRISPR Phenotype - Mean Phenotype	T.gondii GT1 CRISPR Phenotype - Liver Composite Score	T.gondii GT1 CRISPR Phenotype - Lung Composite Score	T.gondii GT1 CRISPR Phenotype - Peritoneum Composite Score	T.gondii GT1 CRISPR Phenotype - Spleen Comosite Score
TGGT1_212150	TGGT1_212150-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,912,877..3,924,886(-)"	hypothetical protein	-4.24	0.001810367	-3.016342222	-0.145390414	-1.58848234
TGGT1_212160	TGGT1_212160-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,910,479..3,911,168(+)"	hypothetical protein	1.82	-0.25513352	0.000656629	0.000376589	-0.079909275
TGGT1_212170	TGGT1_212170-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,902,480..3,907,164(+)"	GIY-YIG catalytic domain-containing protein	-3.97	4.331548749	2.413523495	-0.0549812	3.805259742
TGGT1_212180	TGGT1_212180-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,898,473..3,899,480(-)"	hypothetical protein	0.32	-0.99199302	-0.649657273	-0.473905708	-2.279329731
TGGT1_212190	TGGT1_212190-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,892,605..3,895,286(+)"	RNA recognition motif-containing protein	-0.2	0.469607977	0.430318951	-0.718380075	0.130570223
TGGT1_212200	TGGT1_212200-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,886,543..3,889,883(+)"	hypothetical protein	1.09	-0.094258783	-0.227362019	-0.026765177	-0.458765257
TGGT1_212210	TGGT1_212210-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,883,183..3,884,263(-)"	hypothetical protein	0.31	0.308014611	0.281881846	-0.031532797	0.210444622
TGGT1_212220	TGGT1_212220-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,876,902..3,879,847(+)"	hypothetical protein	-4.91	-10.34450556	-4.115156723	-23.09835934	-34.7623129
TGGT1_212240	TGGT1_212240-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,870,160..3,872,634(-)"	putative beta-1 tubulin	1.12	-1.424391433	-3.047235723	0.000355984	-0.109626928
TGGT1_212250	TGGT1_212250-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,863,526..3,867,619(+)"	XPG N-terminal domain-containing protein	-0.26	1.220374035	0.013824299	0.005064331	0.00030934
TGGT1_212260	TGGT1_212260-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,858,396..3,862,236(-)"	Sjogren's syndrome/scleroderma autoantigen 1 (Autoantigen p27) protein	-4.5	3.96820017	3.757641332	0.3334491	4.852533002
TGGT1_212270	TGGT1_212270-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,855,671..3,857,610(+)"	hypothetical protein	-3.05	-0.15415569	-0.289812123	-3.281299179	1.4250588
TGGT1_212275	TGGT1_212275-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,852,653..3,853,902(+)"	hypothetical protein	1.46	0.227645421	0.201839001	0.000156463	0.247486309
TGGT1_212280	TGGT1_212280-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,848,272..3,848,964(+)"	hypothetical protein	0.69	-4.807926862	-11.90287931	0.143378411	-0.604423146
TGGT1_212290	TGGT1_212290-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,845,925..3,847,625(-)"	ribosomal protein RPS19	-4.49	-41.01628519	-21.38017386	-32.54671726	-57.01289242
TGGT1_212300	TGGT1_212300-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,837,742..3,842,895(+)"	hypothetical protein	0.69	95.07524179	82.9415968	126.3137007	34.94139521
TGGT1_212310	TGGT1_212310-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:3,830,850..3,833,361(-)"	vacuolar ATP synthetase	-4.29	0.043721375	0.388736095	-2.527100941	0.373720306
TGGT1_212740	TGGT1_212740-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:446,544..447,531(-)"	aromatic amino acid hydrolase AAH2	1.4	-0.527334463	-0.111479267	0.034790726	-0.040422458
TGGT1_212760	TGGT1_212760-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:452,613..452,834(-)"	hypothetical protein	-1.42	-0.169703835	-1.249765549	-6.604558823	-0.826857594
TGGT1_212770	TGGT1_212770-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:456,259..461,225(-)"	hypothetical protein	-1.8	0.219521175	-0.330102493	-2.367732704	-7.307833021
TGGT1_212775	TGGT1_212775-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:461,855..463,669(+)"	hypothetical protein	1.52	-1.155070789	-0.301150346	-0.071459227	-0.070345157
TGGT1_212780	TGGT1_212780-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:465,584..475,302(+)"	hypothetical protein	-5.33	-0.869997933	-4.963014775	-0.002198199	-0.737300757
TGGT1_212800	TGGT1_212800-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:477,211..479,584(-)"	hypothetical protein	-4.6	-0.275000981	-0.166838403	-4.659687136	-0.174328683
TGGT1_212810	TGGT1_212810-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:483,033..498,963(+)"	hypothetical protein	-1.04	-0.047251238	-0.397622902	-1.456524286	-0.063270761
TGGT1_212820	TGGT1_212820-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:502,016..508,102(+)"	ubiquitin family protein	-3.09	-0.154430795	-12.99709936	0.132028977	-4.105718963
TGGT1_212840	TGGT1_212840-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:509,275..514,927(-)"	HIT zinc finger protein	-4.75	-31.72879287	-16.86243841	-29.78562634	-19.99065275
TGGT1_212850	TGGT1_212850-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:515,723..519,063(+)"	hypothetical protein	0.04	-0.542869001	-1.946064295	-3.689079032	-1.10912451
TGGT1_212860	TGGT1_212860-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:522,401..525,373(+)"	hypothetical protein	-1.86	-1.569970693	-2.565814379	-4.864453189	-8.856874657
TGGT1_212880	TGGT1_212880-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:528,602..556,929(-)"	surface antigen repeat-containing protein	-3.53	5.382890266	-0.031469256	3.818887029	0.3398603
TGGT1_212900	TGGT1_212900-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:560,163..563,627(-)"	hypothetical protein	0.79	-3.310323884	-0.749207052	-0.000381942	-5.001135591
TGGT1_212910	TGGT1_212910-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:565,655..567,071(-)"	rhomboid protease ROM3	1.85	-0.340699607	-4.827749991	-0.018060749	-0.097890032
TGGT1_212920	TGGT1_212920-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:567,829..569,141(+)"	hypothetical protein	-0.11	-15.92053803	-28.52764153	0.001561176	-8.570251647
TGGT1_212930	TGGT1_212930-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:569,656..571,705(-)"	NifU family domain-containing protein	-1.03	93.35258546	13.78665505	187.2913258	27.68008087
TGGT1_212937	TGGT1_212937-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:574,020..574,594(+)"	hypothetical protein	0.79	-0.0000364	-0.591320544	0.230476437	-0.568721815
TGGT1_212940	TGGT1_212940-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:577,502..587,862(-)"	hypothetical protein	-3.66	-1.613895307	-1.746664242	-2.999726845	-2.242753413
TGGT1_212950	TGGT1_212950-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:589,943..592,814(+)"	putative ADP-ribosylation factor family protein 2	-4.24	1.163940047	2.337057514	-0.001801014	2.83025633
TGGT1_212955	TGGT1_212955-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:596,394..597,922(+)"	hypothetical protein	-4.6	-0.944802011	-7.470787825	-0.568698081	-2.927137992
TGGT1_212960A	TGGT1_212960A-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:597,834..597,974(+)"	hypothetical protein	-4.87	-38.36680579	-24.24137697	-19.59519405	-51.3106186
TGGT1_212960B	TGGT1_212960B-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:599,015..602,482(+)"	hypothetical protein	-3.59	-94.20098482	-135.227947	-36.48789006	-64.73676565
TGGT1_212970	TGGT1_212970-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:604,269..614,364(-)"	protein kinase (incomplete catalytic triad)	-0.09	3.238115757	2.677794026	0.989422407	0.443706703
TGGT1_212980	TGGT1_212980-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:617,528..620,094(-)"	hypothetical protein	-2.64	1.036750382	1.750531007	-0.142975784	1.000526678
TGGT1_212990	TGGT1_212990-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:626,448..635,544(+)"	hypothetical protein	-0.35	5.913555882	2.417922609	7.434179526	2.118500123
TGGT1_213000	TGGT1_213000-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:639,318..648,336(+)"	"putative replication factor C, subunit 5"	-3.59	-3.022339077	-4.955750537	-2.50524189	-5.139306153
TGGT1_213010	TGGT1_213010-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:649,058..659,140(-)"	hypothetical protein	-4.45	-0.115631318	0.666326829	-0.245987593	0.034122254
TGGT1_213020	TGGT1_213020-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:664,128..669,581(-)"	hypothetical protein	-1.31	-0.953870858	-0.057578843	-0.012513628	-1.030845839
TGGT1_213030	TGGT1_213030-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:673,145..674,534(+)"	hypothetical protein	-1.04	-5.765622492	-24.5247227	-0.669922757	-13.94691736
TGGT1_213040	TGGT1_213040-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:678,396..686,336(+)"	hypothetical protein	-4.77	-1.186862073	-19.90763041	0.116093304	-7.010243445
TGGT1_213050	TGGT1_213050-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:689,391..689,969(+)"	hypothetical protein	1.55	-0.080167606	-0.055567951	-1.919795731	-0.121308237
TGGT1_213060	TGGT1_213060-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:694,020..707,306(+)"	"WD domain, G-beta repeat-containing protein"	-0.99	0.647748006	0.19900314	0.21297113	1.06026522
TGGT1_213065	TGGT1_213065-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:708,419..708,963(+)"	hypothetical protein	0.51	0.017180896	0.080216792	0.000417383	0.196276656
TGGT1_213067	TGGT1_213067-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:709,637..710,995(-)"	hypothetical protein	-0.21	0.000630808	-0.000693343	-3.111387604	-0.375702077
TGGT1_213069	TGGT1_213069-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:712,724..713,056(-)"	hypothetical protein	-3.13	-1.963475502	-10.68342296	0.0000562	-1.07366101
TGGT1_213072	TGGT1_213072-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:713,078..726,399(+)"	Sec1 family protein	-3.23	-0.001210794	-2.781482658	0.592335283	-0.204687315
TGGT1_213100	TGGT1_213100-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:728,070..730,423(-)"	hypothetical protein	-4.12	-8.770238642	-4.70749219	-17.0007107	-18.75276555
TGGT1_213115	TGGT1_213115-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:732,142..736,409(+)"	hypothetical protein	-4.37	-9.335652019	-2.042296805	-0.449150161	-5.23970398
TGGT1_213240	TGGT1_213240-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:737,995..741,306(-)"	hypothetical protein	-5.36	-17.83877087	-18.14087991	0.006583001	-11.74765066
TGGT1_213255	TGGT1_213255-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:744,816..760,951(-)"	hypothetical protein	-1.29	0.665454401	0.415155251	0.004757902	0.675620561
TGGT1_213280	TGGT1_213280-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:764,647..765,222(-)"	SAG-related sequence SRS25	2.11	0.006147256	0.001850902	0.069292189	-0.009371482
TGGT1_213290	TGGT1_213290-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:767,099..768,778(-)"	hypothetical protein	-1.69	-1.366433771	-1.381578868	-0.236264161	-0.867198665
TGGT1_213300	TGGT1_213300-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:771,094..788,399(+)"	hypothetical protein	-5.04	-0.29575249	-6.876024781	-5.503138185	-0.854095923
TGGT1_213310	TGGT1_213310-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:790,347..796,988(-)"	hypothetical protein	-2.26	-3.23589349	-3.670751189	-3.344996135	-3.388400055
TGGT1_213325	TGGT1_213325-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:799,677..812,954(+)"	TBC domain-containing protein	-2.61	-17.98785753	-20.09175324	-21.73406777	-9.616328125
TGGT1_213340	TGGT1_213340-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:814,567..818,744(-)"	GMC oxidoreductase	0.37	2.491701713	-0.072670932	-0.631618026	0.907629175
TGGT1_213350	TGGT1_213350-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:820,008..821,446(-)"	ribosomal protein RPS15	-5.34	1.910695329	0.602255026	0.228713306	1.181738947
TGGT1_213360	TGGT1_213360-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:823,332..825,931(-)"	leucine rich repeat-containing protein	0.07	0.051729665	0.134657785	0.721749618	1.030286572
TGGT1_213370	TGGT1_213370-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:830,746..839,295(-)"	formin FRM3	-2.79	-4.599470369	-2.682777417	-8.179809451	-2.873176314
TGGT1_213380	TGGT1_213380-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:840,708..841,448(-)"	hypothetical protein	-0.03	-0.164618174	-1.774805455	-1.647212225	-0.174316014
TGGT1_213388	TGGT1_213388-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:842,545..846,774(+)"	hypothetical protein	-2.52	-0.258682687	0.000614379	-31.03005409	-2.771845241
TGGT1_213392	TGGT1_213392-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:850,154..864,700(+)"	surface antigen repeat-containing protein	-5.02	-27.47644724	-26.22997634	-7.951517312	-20.88162929
TGGT1_213400	TGGT1_213400-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:868,952..873,465(+)"	zinc finger (CCCH type) motif-containing protein	-0.94	-0.712838103	-0.127415334	-0.138085662	-0.645618062
TGGT1_213410	TGGT1_213410-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:878,051..879,971(+)"	putative small nuclear ribonucleoprotein f (snrnp-f)	-4.69	0.709031916	0.207674882	0.276156558	1.14090006
TGGT1_213415	TGGT1_213415-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:881,107..882,103(-)"	hypothetical protein	0.29	-0.007324763	-0.001506822	-0.000872972	-0.021475503
TGGT1_213420	TGGT1_213420-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:882,634..892,441(-)"	RAP domain-containing protein	-4.73	-19.38461385	-7.729415517	-7.096907938	-9.298368417
TGGT1_213430	TGGT1_213430-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:900,311..901,624(+)"	hypothetical protein	0.36	-1.83519312	-3.799580373	-0.147993252	-2.788396757
TGGT1_213445	TGGT1_213445-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:907,192..920,674(+)"	hypothetical protein	1.11	-2.826678082	-0.686429226	-2.988931436	-3.263985081
TGGT1_213460	TGGT1_213460-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:928,847..946,172(+)"	hypothetical protein	0.53	0.069747271	-0.345677365	0.066996316	0.002191744
TGGT1_213480	TGGT1_213480-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:953,646..970,643(+)"	hypothetical protein	-0.06	-5.863013118	-1.558697026	-0.156053454	-0.734345586
TGGT1_213490	TGGT1_213490-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:974,678..977,457(+)"	hypothetical protein	-2.6	-12.42802887	-11.62432673	-18.59812177	-2.700306917
TGGT1_213520	TGGT1_213520-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:983,024..989,231(-)"	"peptidase M20D, amidohydrolase"	1.43	-1.231125689	-0.752230311	-0.000350502	-0.145805915
TGGT1_213530	TGGT1_213530-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:991,790..1,000,886(+)"	hypothetical protein	0.57	-0.026932057	0.275281298	0.079685212	0.094070386
TGGT1_213550	TGGT1_213550-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,002,029..1,012,673(-)"	DHHC zinc finger domain-containing protein	-0.5	-78.85092235	-31.48199908	-4.62391923	-67.09580339
TGGT1_213560	TGGT1_213560-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,016,859..1,019,117(+)"	hypothetical protein	-0.77	-0.222354709	-0.496563888	-0.053787732	-0.04711958
TGGT1_213570	TGGT1_213570-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,019,745..1,022,534(-)"	hypothetical protein	-2.3	-8.454482185	-4.602862391	-1.874719996	-9.379123759
TGGT1_213580	TGGT1_213580-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,023,791..1,024,852(+)"	hypothetical protein	0.52	-3.095085564	-6.033550263	-6.089061676	-3.5620356
TGGT1_213590	TGGT1_213590-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,028,116..1,029,499(+)"	hypothetical protein	-0.02	0.45174974	-0.0000215	0.012469743	0.346872078
TGGT1_213600	TGGT1_213600-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,030,294..1,035,283(-)"	hypothetical protein	-2.51	-10.20594744	-12.66931352	-2.440234277	-9.729717243
TGGT1_213610	TGGT1_213610-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,039,260..1,044,139(-)"	hypothetical protein	1.8	-5.082666894	-11.52391877	-2.229888546	-7.318989474
TGGT1_213620	TGGT1_213620-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,049,575..1,055,328(+)"	ABC1 family protein	0.09	0.537267113	0.071972019	-0.014044189	0.319339121
TGGT1_213635	TGGT1_213635-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,057,763..1,066,798(-)"	hypothetical protein	-0.77	-0.00000401	-0.038374242	0.250430435	0.027345695
TGGT1_213650	TGGT1_213650-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,074,015..1,075,581(+)"	ATP-binding domain 1 family protein	-2.19	1.035142114	-0.010731279	0.66421251	-0.028034131
TGGT1_213660	TGGT1_213660-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,080,657..1,085,300(-)"	zinc finger (CCCH type) motif-containing protein	0.32	-1.507766707	-12.30373123	-1.07874564	-11.51670008
TGGT1_213670	TGGT1_213670-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,089,922..1,097,102(-)"	hypothetical protein	-3.88	-30.62662306	-49.03631303	-72.63333352	-38.87396362
TGGT1_213680	TGGT1_213680-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,100,097..1,108,355(-)"	MmgE/PrpD family protein	1.13	0.007638708	2.265127658	-0.000769907	0.006088797
TGGT1_213690	TGGT1_213690-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,109,257..1,110,407(+)"	ring box protein 1 family protein	-4.21	0.030679837	3.151278641	0.460132945	-1.267689788
TGGT1_213700	TGGT1_213700-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,112,726..1,115,275(+)"	hypothetical protein	0.08	4.057931184	1.93980692	0.445497798	2.48662854
TGGT1_213710	TGGT1_213710-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,117,356..1,121,845(+)"	"WD domain, G-beta repeat-containing protein"	-0.32	1.285703946	0.817257842	0.873405145	0.044640762
TGGT1_213720	TGGT1_213720-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,123,243..1,135,438(-)"	hypothetical protein	-0.34	-0.4451353	-1.72118665	-0.332752996	-0.611609863
TGGT1_213730	TGGT1_213730-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,138,293..1,139,567(-)"	lanthionine synthetase C family protein	0.22	-0.321356324	-2.686143609	-0.141494134	-0.2514763
TGGT1_213740	TGGT1_213740-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,141,663..1,151,087(+)"	hypothetical protein	0.41	1.004556743	0.858594609	0.152774325	0.22805813
TGGT1_213746	TGGT1_213746-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,153,011..1,154,488(-)"	hypothetical protein	-0.72	-2.369996915	-2.99063623	-1.161325817	-2.454481447
TGGT1_213748	TGGT1_213748-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,155,053..1,155,730(-)"	hypothetical protein	2.08	1.344996111	0.759058546	0.052814917	1.336996165
TGGT1_213752	TGGT1_213752-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,157,303..1,162,591(-)"	herpesviridae ul52/ul70 dna primase	0.2	-1.399777001	-0.331850143	0.010830318	-2.193653064
TGGT1_213760	TGGT1_213760-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,164,328..1,166,197(-)"	hypothetical protein	-0.07	-2.356132828	-2.646649945	-0.158582542	-3.834584193
TGGT1_213770	TGGT1_213770-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,167,997..1,179,346(-)"	putative Superkiller viralicidic activity 2 family 2	-5.24	0.268024674	0.103359349	3.238063652	2.443558922
TGGT1_213780	TGGT1_213780-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,183,802..1,191,961(-)"	radical SAM domain-containing protein	-2.92	0.002845764	0.085034265	-0.609291451	0.00349622
TGGT1_213790	TGGT1_213790-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,195,757..1,209,601(+)"	hypothetical protein	-1.96	-19.06653582	-0.248131754	0.027202848	-4.607925241
TGGT1_213800	TGGT1_213800-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,211,677..1,214,305(-)"	putative protein phosphatase 2b regulatory subunit	-3.62	-3.697473971	-2.513776691	-3.785294081	-3.464935879
TGGT1_213810	TGGT1_213810-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,217,813..1,219,327(-)"	iron-sulfur cluster protein ISCA	-4.52	-0.115278712	-0.992860676	-0.004413246	-2.443077012
TGGT1_213820	TGGT1_213820-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,223,085..1,225,733(+)"	hypothetical protein	0.53	0.442702052	0.019397183	-0.00000578	0.002444453
TGGT1_213830	TGGT1_213830-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,227,129..1,229,532(-)"	putative Ufm1-conjugating enzyme 1	0.1	-8.529466743	-4.850638081	-5.76171449	-6.827511334
TGGT1_213840	TGGT1_213840-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,239,597..1,244,842(-)"	hypothetical protein	-0.18	-1.946325179	-3.217907818	-0.485833065	-2.453626118
TGGT1_213850	TGGT1_213850-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,246,561..1,249,554(+)"	MORN repeat-containing protein	-0.92	-0.030023817	0.0000267	0.151858599	-0.080376908
TGGT1_213860	TGGT1_213860-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,251,436..1,255,926(+)"	hypothetical protein	0.91	-0.954122441	-1.009949415	-0.25467064	-4.577167413
TGGT1_213870	TGGT1_213870-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,257,750..1,267,360(-)"	UBA/TS-N domain-containing protein	-4.83	0.095194206	-0.677597484	0.0000513	-0.170840361
TGGT1_213880	TGGT1_213880-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,268,769..1,269,353(+)"	hypothetical protein	0.76	0.003903836	-0.17894472	0.205258081	-1.663814646
TGGT1_213885	TGGT1_213885-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,271,415..1,272,789(+)"	hypothetical protein	-0.14	0.242423041	-1.046458631	0.250054143	-0.477404937
TGGT1_213890	TGGT1_213890-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,272,830..1,281,627(+)"	Myb family DNA-binding domain-containing protein	-2.72	0.396651566	1.474538285	1.360391739	2.183774859
TGGT1_213900	TGGT1_213900-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,284,029..1,290,918(-)"	regulator of chromosome condensation RCC1	-5.48	1.113365092	-0.00000147	-0.399879422	-0.459767756
TGGT1_213910	TGGT1_213910-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,293,579..1,296,140(+)"	hypothetical protein	-3.24	14.05535228	0.643378653	6.604294954	0.771857455
TGGT1_213920	TGGT1_213920-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,297,862..1,307,761(-)"	hypothetical protein	-1.99	0.327784785	0.12664165	0.696188342	0.040786365
TGGT1_213930	TGGT1_213930-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,313,787..1,320,289(+)"	"3' exoribonuclease family, domain 1 domain-containing protein"	-3.56	1.34995462	2.486605552	0.000894857	1.694400431
TGGT1_213940	TGGT1_213940-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,321,940..1,324,413(-)"	CHCH domain-containing protein	-2.16	13.26765299	4.396226477	5.500668803	0.483870484
TGGT1_213950	TGGT1_213950-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,327,225..1,329,387(-)"	hypothetical protein	-3.91	-3.419441784	-0.270782004	-0.027054641	-4.177104693
TGGT1_213960	TGGT1_213960-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,329,566..1,329,910(+)"	hypothetical protein	-1	0.168880596	-0.005949614	-0.015151352	0.010529546
TGGT1_213970	TGGT1_213970-t26_1	Toxoplasma gondii GT1	"TGGT1_chrV:1,332,877..1,336,846(+)"	putative ribosomal RNA small subunit methyltransferase B	-4.41	-1.122733974	-0.187801169	-0.882362854	-0.510960307
TGGT1_214070	TGGT1_214070-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:5,903,669..5,903,998(-)"	hypothetical protein	2.61	-1.071440059	-0.092081546	-0.21687835	-0.040817941
TGGT1_214080	TGGT1_214080-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:5,904,318..5,905,055(+)"	toxofilin	1.56	0.066014043	0.000258195	-0.198378599	-0.057633097
TGGT1_214090	TGGT1_214090-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:5,908,335..5,920,860(+)"	signal peptidase	-0.3	-6.49838912	-6.47485485	-19.30099961	-2.119803576
TGGT1_214100	TGGT1_214100-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:5,922,301..5,922,816(+)"	hypothetical protein	1.63	-1.274235041	-0.004525647	-1.02800127	-0.191824695
TGGT1_214110	TGGT1_214110-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:5,926,034..5,929,692(+)"	putative protein yipf5	-4.96	-1.94643797	-4.820999416	-0.020106702	-4.787582208
TGGT1_214115	TGGT1_214115-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:5,931,985..5,933,129(-)"	hypothetical protein	0.33	-6.359727035	-11.61556402	-20.26285637	-13.31571929
TGGT1_214120	TGGT1_214120-t26_1	Toxoplasma gondii GT1	"TGGT1_chrX:5,933,186..5,936,995(+)"	hypothetical protein	0.2	-13.97876333	-11.07523053	-38.44108992	-27.42605245
